1755,Florentia,McIllrick,11/08/1958,CN,DEL,335
1756,Corinne,Akister,05/11/1957,RU,DEL,743
1757,Wenona,Novotna,16/11/2007,CN,POR,83
1758,Gradey,Satcher,30/05/1962,PT,DEL,605
1759,Kiri,Davidovicz,29/08/1969,PL,DEL,614
1760,Tyson,Costard,27/11/1949,CN,DEL,82
1761,Ashlie,Sprey,31/08/1944,US,DEL,196
1762,Hermon,Klein,04/07/2011,PT,POR,481
1763,Bartolomeo,Hebditch,21/04/1951,RU,POR,684
1764,Garv,Dealtry,31/03/1993,FI,MC,965
1765,Berti,Pohlke,11/12/1981,NL,MC,938
1766,Noellyn,Band,30/01/1961,UA,MC,473
1767,Noelle,Bauman,06/09/1943,AM,DEL,263
1768,Judye,Juliano,10/07/1988,RU,DEL,436
1769,Ileane,Kintish,22/03/1992,ID,MC,197
1770,Jolynn,Whetnall,19/08/1979,ID,MC,202
1771,Rudiger,Eby,20/11/1969,SE,POR,131
1772,Jodee,Hardacre,11/01/1974,MX,DEL,964
1773,Adey,Arbor,11/09/1975,CN,DEL,799
1774,Cathee,Bartolacci,16/10/2013,CN,DEL,807
1775,Roger,Linch,13/04/1986,ID,MC,887
1776,Salomi,Naldrett,07/08/2017,JM,DEL,455
1777,Hadleigh,Gherardi,15/11/1986,RU,DEF,460
1778,Tally,Flegg,01/08/2005,GT,DEL,401
1779,Dalia,Blunkett,14/03/1991,CY,MC,235
1780,Roi,Ternent,05/07/1979,ID,DEL,463
1781,Florri,Ramsted,09/05/1971,GR,MC,48
1782,Pedro,Garfitt,20/07/1962,CN,DEL,673
1783,Cristabel,Ranfield,12/06/1986,GM,DEL,300
1784,Kerrie,Betun,16/11/1990,HR,POR,18
1785,Carolynn,McGowing,04/03/2005,BR,DEF,497
1786,Stormy,BoHlingolsen,20/07/2015,CR,DEL,421
1787,Sigfrid,Shaefer,01/10/1986,RU,DEL,152
1788,Anny,Sheehan,09/12/1998,ID,DEF,966
1789,Jarrad,Leopard,30/05/1948,AZ,DEL,381
1790,Merrili,Gainsborough,15/11/1971,SE,DEF,672
1791,Brose,Garwell,08/10/1982,BR,DEL,406
1792,Aldis,McLae,31/10/1973,CN,DEF,519
1793,Giuditta,Foster,30/07/1951,ID,MC,390
1794,Augustine,Tabbitt,09/04/1960,CN,DEF,811
1795,Anthia,Paddingdon,26/05/1967,PH,DEL,256
1796,Anabel,Miroy,19/12/1944,PH,DEL,48
1797,Mohandas,Alfonso,18/02/1997,FR,DEL,94
1798,Dugald,Panting,20/02/1951,PL,DEL,130
1799,Eldridge,Klauer,15/04/1978,RU,POR,156
1800,Onofredo,Cookes,26/10/1941,ID,POR,227
1801,Monty,Jessop,09/08/1948,CN,DEL,1000
1802,Joyan,Puddan,01/09/2004,CN,MC,783
1803,Kimberlee,Burgon,01/11/1998,TH,DEL,601
1804,Courtney,Veld,20/02/1942,PL,DEF,136
1805,Susi,Vauter,30/09/1974,ID,DEL,741
1806,Essie,Benedit,08/06/2012,CN,DEF,714
1807,Vin,De Moreno,26/03/2006,RU,DEL,246
1808,Augie,Matoshin,26/02/2000,PE,MC,902
1809,Ninnetta,Kobpac,15/10/1973,PL,DEL,464
1810,Ariel,Meldrum,17/02/1949,CN,DEL,26
1811,Trey,Thews,27/04/2010,ID,DEL,440
1812,Gayel,Mathan,17/12/1986,KP,DEL,432
1813,Torey,Dowell,04/11/2001,CN,MC,500
1814,Georges,Nequest,06/09/1982,CN,POR,519
1815,Roseann,Jacklings,19/11/2007,KN,DEL,176
1816,Upton,Yeulet,25/01/1981,CZ,POR,495
1817,Pearla,Linford,13/09/2008,CN,MC,255
1818,Diannne,Croy,12/09/2017,BR,DEF,881
1819,Rabbi,Folkerts,07/06/1965,CN,MC,414
1820,Lilia,Addenbrooke,15/08/2015,US,DEF,687
1821,Leonore,Lusk,27/03/1953,CN,MC,393
1822,Carla,Ibbitson,06/02/1945,TN,DEL,562
1823,Hamnet,Ducarne,03/03/1946,KE,MC,677
1824,Godiva,Chiene,04/02/1966,ID,DEF,149
1825,Silvain,Beden,01/04/1955,PK,MC,300
1826,Bekki,Bleesing,17/09/1982,BR,POR,787
1827,Ody,Pipet,26/05/1972,CR,POR,838
1828,Germaine,Brophy,27/08/1975,UY,DEL,867
1829,Demetri,Mawne,05/04/2008,CN,MC,843
1830,Callida,Kenningham,30/09/2008,VN,DEL,483
1831,Ariela,Reading,01/11/1978,CA,DEL,413
1832,Carey,Daen,16/03/1944,GR,DEL,570
1833,Zabrina,Pashby,25/12/2003,RU,DEL,752
1834,Ingeborg,Juorio,12/11/2013,CN,MC,531
1835,Jorry,Colbrun,12/07/1965,CN,MC,828
1836,Anjanette,Loomes,09/01/1953,AM,MC,185
1837,Wilt,Kilius,06/06/1999,DK,DEL,951
1838,Keven,Agney,23/08/1978,RU,POR,996
1839,Katina,O' Mullane,20/02/1971,PH,MC,727
1840,Geoffrey,Tarquini,10/01/2015,CN,POR,586
1841,Erika,Sweetmore,19/05/2016,CN,MC,601
1842,Evangelia,Perrins,20/01/1982,CO,DEL,270
1843,Carlynne,Guye,26/09/1991,CN,DEL,879
1844,Gleda,Voelker,02/06/2008,CN,POR,80
1845,Lotte,Beals,01/09/1978,MX,MC,491
1846,Coleman,Bramham,21/12/2002,PY,DEL,89
1847,Abelard,Stripling,22/08/1997,DO,DEF,606
1848,Zollie,Brockhouse,09/09/1951,PH,DEF,694
1849,Ebeneser,Insoll,03/10/2001,PL,DEL,128
1850,Yvonne,Bousler,06/06/1988,AM,POR,491
1851,Hortense,Saurat,11/10/2005,CZ,DEL,213
1852,Andeee,Limeburner,30/11/1976,BR,DEF,602
1853,Cheri,Batey,15/06/1998,CN,MC,192
1854,Cacilie,Arndell,02/06/1955,CN,DEL,428
1855,Gracia,Wichard,28/02/1992,ID,MC,530
1856,Woodrow,Ragsdall,18/12/1978,CN,MC,793
1857,Matthiew,Gemnett,18/01/1979,UZ,MC,28
1858,Raf,Mulleary,30/07/1946,BG,DEF,361
1859,Dwain,Scorah,21/12/1961,CN,MC,690
1860,Daune,Drieu,23/07/1946,FR,MC,988
1861,Ingeberg,Yesipov,30/07/1981,GR,DEF,381
1862,Giacopo,Wileman,01/11/2014,CY,DEF,804
1863,Barb,Davion,12/09/1974,TZ,POR,51
1864,Esme,Hallin,20/04/1969,PH,DEL,527
1865,Bradan,Ewing,25/03/2013,US,MC,281
1866,Dominica,Jacobovitz,19/06/1973,BR,DEL,613
1867,Blondell,Dinan,02/10/2007,CN,DEL,24
1868,Hans,Paffett,26/02/2004,ID,MC,865
1869,Merola,Prin,11/03/1993,RU,DEL,367
1870,Adora,Bolt,26/08/2013,ID,DEF,666
1871,Odey,Harvatt,05/05/1946,PH,MC,396
1872,Caleb,Pocknell,29/07/1987,YE,POR,325
1873,Donelle,Benedit,22/01/2008,CN,DEL,475
1874,Modestine,Hazlegrove,22/11/2016,JE,DEL,221
1875,Trevor,Chavey,18/05/1963,CZ,MC,907
1876,Kirsti,Gilroy,07/02/1955,BR,MC,790
1877,Veronica,Ownsworth,18/09/1943,AR,DEF,989
1878,Merrel,Mathie,27/02/2007,PL,DEL,476
1879,Myrtie,Orman,08/03/1998,FR,DEL,810
1880,Chauncey,Matz,10/11/1958,IL,MC,754
1881,Teresita,Grubb,19/10/2000,TJ,MC,688
1882,Jorey,McCarron,19/05/1993,PH,DEL,800
1883,Hayward,Ridding,08/09/2005,TN,DEL,690
1884,Tine,Peal,27/10/2012,NO,MC,719
1885,Stephana,Rembrandt,21/03/1975,ID,POR,185
1886,Trstram,D'Agostini,08/07/1965,UZ,DEF,388
1887,Wileen,Frost,25/05/1957,RU,MC,649
1888,Shell,Dootson,03/08/1956,PY,POR,912
1889,Lucius,Morten,29/12/2010,CN,DEL,156
1890,Toby,Swetmore,28/10/2008,PL,DEL,838
1891,Curcio,Hughlin,04/03/2016,ID,DEL,218
1892,Jacquelin,Tottman,22/05/1944,RU,DEL,121
1893,Roselle,Smail,06/03/1941,PY,DEL,758
1894,Sarette,Limbrick,16/12/1952,ID,DEL,610
1895,Brendin,Kendal,21/02/1987,PH,DEL,754
1896,Cathyleen,Doyle,18/06/1954,CN,DEF,381
1897,Cynthy,Mavin,04/05/1953,MX,DEL,778
1898,Leonore,Oselton,12/09/1993,LK,POR,860
1899,Abner,Madeley,05/09/1969,FR,DEF,725
1900,Nevin,Whitebread,01/01/1962,FI,DEL,890
1901,Sada,Blindermann,26/08/1967,PH,POR,813
1902,Gerianne,Treffry,08/05/2010,GR,POR,26
1903,Sherline,Charpin,18/07/1974,BW,DEL,476
1904,Brent,Fant,03/03/1951,VN,MC,483
1905,Pancho,Sailer,26/07/1988,IR,DEL,860
1906,Dennison,Skase,03/03/1999,CN,DEL,558
1907,Josee,Cram,26/03/1976,LT,MC,919
1908,Corrinne,Saltsberger,21/08/1950,CN,DEL,52
1909,Petronia,Blackmuir,16/04/1970,CN,MC,304
1910,Sybille,Hamblin,08/04/1942,BR,MC,441
1911,Derron,Consadine,02/04/1954,CN,MC,711
1912,Dayna,Wonfar,14/05/1962,US,DEL,673
1913,Chester,Kershow,24/05/1945,CN,POR,930
1914,Cynthea,Lensch,18/06/1944,KR,DEL,627
1915,Hurleigh,Whichelow,19/07/1989,CM,MC,703
1916,Krishnah,Courage,22/06/2003,CA,DEF,757
1917,Malena,Poolton,28/02/1960,XK,DEF,962
1918,Cullie,Coolbear,05/03/1984,FR,POR,528
1919,Margret,Laird,08/04/2003,RU,DEL,699
1920,Tyrus,Blanch,04/12/1974,CO,DEL,953
1921,Pearla,Waber,28/03/1947,NL,DEF,764
1922,Ediva,Fairs,19/01/1990,SE,DEL,415
1923,Christian,Checci,17/04/2009,CA,DEL,160
1924,Bard,Whiff,08/05/1953,RS,MC,755
1925,Rube,Barrott,05/06/1987,VN,DEL,187
1926,Griffie,Pullan,29/08/1944,CN,MC,514
1927,Quincey,Vasilkov,20/07/1989,PH,DEL,790
1928,Jaime,Nurcombe,01/04/1946,CL,DEL,975
1929,Josiah,Heintz,07/02/1988,BR,DEL,259
1930,Lia,Lettington,27/08/1999,ET,POR,487
1931,Helene,McDugal,08/12/1994,CN,DEL,625
1932,Leontine,Baltrushaitis,25/05/1968,MX,DEL,682
1933,Mellicent,Groven,28/01/1957,RU,POR,602
1934,Heindrick,Coales,24/11/1957,MX,DEL,122
1935,Parke,Winkle,27/05/1967,JP,DEF,65
1936,Gunther,Bes,06/12/2005,BA,MC,312
1937,Quintina,Oxton,26/07/1990,ID,DEL,677
1938,Enrica,McTeer,05/07/1959,ID,MC,23
1939,Dyann,Devanny,23/11/1964,CA,DEL,19
1940,Ericha,Underdown,22/05/1966,CN,DEL,562
1941,Tommy,Baltzar,15/11/1966,VE,DEF,730
1942,Jerrie,Southern,21/11/1940,RU,MC,569
1943,Sascha,Sallnow,20/06/1966,CN,DEL,854
1944,Lovell,Mulqueeny,16/08/1987,FR,MC,688
1945,Oby,Marques,10/12/1986,ID,POR,56
1946,Rice,Sipson,24/01/1951,AM,DEL,147
1947,Brenda,Tytterton,06/02/1982,CN,DEL,329
1948,Bernie,Godrich,06/08/1945,JP,MC,734
1949,Edmund,O'Keevan,19/05/1943,RU,DEL,601
1950,Theodosia,Catteroll,12/12/1989,AL,DEL,560
1951,Prisca,Matityahu,13/03/1958,PL,DEL,30
1952,Karalee,O'Henery,02/10/1955,BO,DEL,247
1953,Andrei,Spellecy,24/08/1965,VN,MC,328
1954,Melamie,MacChaell,14/01/1967,ID,DEL,332
1955,Delcine,Le Barr,20/02/1971,RU,DEL,546
1956,Madella,Auston,22/06/2018,KP,DEL,784
1957,Graehme,Tyndall,11/10/2015,BA,DEL,514
1958,Kalindi,Pincked,09/09/2000,IL,DEL,556
1959,Kippy,Bucklan,31/07/1949,CN,DEF,715
1960,Pall,Baggarley,22/09/1964,KR,DEL,457
1961,Horatio,Brownlea,14/09/1996,CN,DEL,417
1962,Ninnette,Perford,17/02/1950,PH,POR,564
1963,Arlen,Figin,29/04/1995,ID,DEL,515
1964,Hildagard,Koche,11/05/1975,ET,MC,970
1965,Devora,Bedborough,07/11/1978,BR,DEL,804
1966,Sanford,Pes,10/02/1958,PH,DEF,56
1967,Malachi,Lazare,25/02/1952,ZA,DEL,463
1968,Lacie,Tithecott,30/09/1991,JP,MC,863
1969,Thatch,Sutterfield,30/01/1959,FR,DEL,436
1970,Germana,McDermott,12/02/2007,BG,MC,231
1971,Langsdon,Crookes,20/11/1940,US,DEL,947
1972,Nancie,Cast,31/10/1944,ID,DEF,239
1973,Pattie,Yanov,15/02/1984,PK,DEF,96
1974,Ceciley,MacKintosh,29/01/1944,SE,POR,550
1975,Donny,Farnfield,17/09/1995,PT,DEF,646
1976,Doralyn,Reinhardt,15/05/2011,CN,DEL,498
1977,Joscelin,Tomanek,15/02/1944,CN,DEL,41
1978,Gloriane,Whybray,19/10/1970,ID,DEL,531
1979,Hans,Fetter,25/02/1966,CO,DEL,99
1980,Donn,Bullick,11/01/2012,BR,DEL,528
1981,Carmel,Nason,06/06/1992,CN,DEL,790
1982,Irina,Cabrera,28/11/1998,AZ,DEL,376
1983,Marthena,Fullylove,14/08/2007,RU,DEL,341
1984,Royall,Ianniello,20/10/1989,CN,MC,881
1985,Cristionna,Hurlestone,14/06/2003,IQ,DEL,735
1986,Carma,Bamford,14/09/1947,SE,MC,673
1987,Ansell,Pettinger,22/05/2008,FR,DEF,985
1988,Luella,Edwicke,12/02/2006,IR,DEL,568
1989,Arlyne,Fairhead,20/12/1947,KM,DEL,683
1990,Rafaellle,Cran,26/04/1995,PW,DEL,301
1991,Nalani,Oakman,02/02/1998,RU,POR,806
1992,Carl,Hordell,22/12/1989,ID,MC,625
1993,Bronson,Crittal,14/05/2017,ID,DEL,882
1994,Johnath,Michele,25/04/2011,BR,POR,665
1995,Mirelle,Durrans,04/09/1990,PH,POR,645
1996,Lockwood,Spires,25/04/1963,AL,DEL,485
1997,Brittni,Scholfield,06/08/1991,SE,POR,305
1998,Yvor,Dalman,30/01/1948,CN,POR,307
1999,Braden,Osborn,03/09/2015,AR,MC,849
2000,Ricoriki,Scedall,05/10/2002,SV,DEL,164
2001,Leticia,Dietz,20/10/1951,RU,DEL,248
2002,Pia,Cholwell,26/12/1983,PT,DEL,605
2003,Wilmer,Mc Queen,23/07/1985,ID,DEF,112
2004,Dew,Clougher,12/03/1967,VN,DEL,806
2005,Kev,Brightling,22/12/1941,CA,MC,681
2006,Diego,Kerby,07/09/1997,CN,DEL,845
2007,Vladamir,Lacrouts,04/12/2007,VN,DEL,477
2008,Betsy,Massey,06/06/1967,GR,DEL,596
2009,Caz,Marthen,29/09/1963,PT,DEL,886
2010,Rickie,MacAne,04/06/1992,PH,MC,776
2011,Ettie,Whitewood,14/12/1989,RU,MC,80
2012,Christa,Crawley,29/01/1953,PE,DEF,936
2013,Ricky,Winear,20/01/1993,NL,DEL,598
2014,Ewan,Catherine,01/02/1959,FR,DEL,52
2015,Charmion,Bowra,08/10/1978,VN,DEF,350
2016,Katrina,Carter,09/12/2018,PH,DEL,972
2017,Artus,Aleshintsev,24/05/1979,UA,DEL,768
2018,Alanson,Sweedland,06/06/1987,ID,DEF,563
2019,Oralla,McDermot,19/11/1961,RU,DEL,418
2020,Boigie,Rizzetti,16/03/1990,UA,MC,71
2021,Marley,Tipens,02/11/1987,TH,MC,169
2022,Lilah,Jephcott,14/10/1949,IL,MC,595
2023,Luciano,Grinstead,22/09/1985,PL,DEL,7
2024,Tonia,Amar,18/01/1952,SE,DEL,878
2025,Domenico,Battelle,04/06/2015,PE,DEL,146
2026,Leroi,Braxay,18/02/2000,PT,DEL,187
2027,Barry,Wetherby,21/06/1980,CN,DEL,16
2028,Melania,Lundbeck,05/12/1969,AR,DEL,137
2029,Jade,Batts,02/12/1942,PL,DEL,871
2030,Essa,Louden,21/05/2009,ID,DEL,500
2031,Cord,Letten,26/11/1980,HT,POR,496
2032,Burg,Antosch,26/08/1984,ID,DEL,544
2033,Jennica,Slatten,09/04/1991,UA,DEL,711
2034,Fallon,Crusham,23/01/1953,AF,DEL,872
2035,Ula,Fretter,06/12/2002,TZ,POR,599
2036,Pam,Sline,09/12/2016,CN,POR,23
2037,Camella,Laneham,17/11/1990,CN,DEL,515
2038,Lila,Titterton,09/01/1975,CN,DEL,173
2039,Teddie,Leythley,14/05/1991,ID,DEL,730
2040,Herminia,Wakerley,06/07/1944,PL,MC,269
2041,Brunhilda,Janowicz,21/05/1959,MN,DEF,258
2042,Ximenez,Shillitto,02/08/1979,ID,DEL,564
2043,Katey,Aleksidze,27/02/1984,ID,POR,336
2044,Pam,Thirtle,01/02/1964,BR,MC,453
2045,Krissie,Piddletown,02/01/1942,ID,DEL,621
2046,Garold,Retter,26/01/1960,RU,MC,788
2047,Fiona,Power,08/11/1944,ID,DEF,215
2048,Magdalen,Eddoes,10/12/1970,BE,DEL,513
2049,Cyndi,Adenot,09/11/2015,ID,DEF,513
2050,Janessa,Clarkson,15/07/2015,CA,DEF,133
2051,Luigi,Cursey,31/07/1951,IE,DEL,935
2052,Eula,McCadden,23/04/1952,UA,DEL,494
2053,Penelopa,Crimmins,24/09/1998,BY,DEL,778
2054,Nessie,Dallywater,29/08/1973,PH,DEL,377
2055,Vittoria,Faro,24/02/1944,PH,POR,401
2056,Dione,Trayte,16/10/1951,GT,MC,689
2057,Frasquito,covino,03/07/1997,CN,DEF,595
2058,Kristofor,Prophet,04/03/1978,US,POR,793
2059,Nicoline,Pringle,19/01/2019,PL,DEF,153
2060,Osmond,Copozio,06/02/1964,CN,MC,687
2061,De witt,Beesley,29/10/2011,RU,MC,260
2062,Kylynn,Rainger,30/10/2008,SE,DEL,904
2063,Edna,Joskowicz,23/04/1996,PH,MC,794
2064,Siana,Ibel,02/09/1987,JP,DEF,641
2065,Gerry,Kilkenny,11/11/1994,ID,MC,63
2066,Gustavus,Marklow,09/12/1944,CN,DEL,714
2067,Pen,Tann,28/11/2015,GF,DEF,120
2068,Deena,Kilmister,18/05/1949,IR,DEF,788
2069,Glendon,Pettyfer,06/01/2017,PH,MC,741
2070,Kurtis,Allenson,24/06/1992,AR,MC,419
2071,Isabelle,Basford,03/02/1981,FR,DEL,526
2072,Gael,Dallicoat,28/12/2000,ID,MC,554
2073,Andra,Shambrooke,21/12/1963,CN,MC,141
2074,Chase,Morot,12/10/1962,CA,MC,207
2075,Pate,Syce,13/12/1984,AF,DEL,835
2076,Vin,Keenlyside,14/11/1991,HR,MC,905
2077,Cosette,Karolczyk,16/09/1980,PL,DEL,196
2078,Miranda,Bertelet,23/10/1948,CN,POR,811
2079,Jeno,Archibould,05/07/1980,MY,DEL,286
2080,Norry,Francesco,22/10/1973,ID,POR,604
2081,Garnet,Nequest,25/01/2003,CN,MC,164
2082,Merlina,Ellwell,29/08/2010,PK,DEL,626
2083,Mikaela,Mollett,14/01/1961,ID,DEL,738
2084,Aube,Jumel,14/11/1965,PH,DEL,85
2085,Hamish,Marns,21/06/1955,MX,MC,415
2086,Sarge,Hasel,31/05/1974,RU,DEL,40
2087,Shepperd,Glyssanne,27/11/1971,JP,DEL,17
2088,Malynda,Croyser,25/05/1978,CN,DEL,43
2089,Angy,Forlong,11/05/1952,PL,MC,434
2090,Elvin,Ambridge,21/11/1952,NO,POR,586
2091,Mandie,McNelis,14/08/1984,CN,DEL,764
2092,Jessey,Catherick,18/12/1958,PT,MC,845
2093,Murvyn,Matokhnin,20/11/1950,BR,MC,662
2094,Camila,Fearnsides,19/05/1945,PL,MC,823
2095,Valera,Dakers,06/09/2001,CN,MC,491
2096,Marchelle,Leake,06/06/1989,PH,MC,924
2097,Halimeda,Greydon,12/01/2002,NI,MC,811
2098,Theodosia,Esberger,10/02/1997,RU,DEL,867
2099,Devora,Stanistrete,18/07/1969,PH,MC,204
2100,Kaspar,Fowell,15/01/1978,UA,MC,934
2101,Pascale,Laurentin,15/06/2000,FR,DEL,904
2102,Jodi,Reily,07/01/2001,ID,MC,490
2103,Suzie,Polo,23/10/1993,RU,MC,964
2104,Caitrin,Innocenti,11/10/1994,CN,DEL,377
2105,Matias,Vasilyevski,25/09/2001,MN,MC,405
2106,Carlee,Garaghan,29/04/2007,MX,MC,482
2107,Antonio,Nequest,26/01/1987,CZ,DEF,520
2108,Lynda,Whitnall,02/12/1978,IE,DEL,813
2109,Jolyn,Marler,16/08/1958,CN,DEL,952
2110,Kellsie,Danilevich,12/06/1983,FR,DEL,376
2111,Winslow,McClune,22/09/1941,CN,MC,374
2112,Tierney,Pala,08/11/1949,ID,DEL,617
2113,Cecilius,Heffron,04/08/1972,BR,MC,916
2114,Freddie,Duckers,22/02/1962,US,DEL,351
2115,Egon,Crossfield,18/07/1957,CN,DEL,438
2116,Albertine,Neath,21/11/1970,CZ,POR,67
2117,Edd,Hauxley,01/08/1991,PE,DEF,775
2118,Lesli,Blackler,02/02/1956,RU,DEL,8
2119,Lou,Eccott,10/02/1964,UA,DEL,366
2120,Briney,Aronovitz,19/10/1964,NE,DEL,362
2121,Meredeth,Kuller,31/12/2004,LT,MC,2
2122,Ashlan,Peirone,18/06/1988,ID,MC,732
2123,Kerwinn,Androli,30/11/1983,FR,DEL,207
2124,Dael,Courtman,16/03/1940,US,DEL,314
2125,Ellyn,Chilton,24/04/2008,FR,MC,120
2126,Micheal,Ayars,31/05/2014,CN,DEL,648
2127,Christina,Croce,14/08/1978,RU,MC,906
2128,Land,Werndley,11/03/1943,IE,DEL,671
2129,Trace,Burdis,20/11/1988,CN,MC,244
2130,Fania,Conn,30/03/1988,ID,MC,21
2131,Meara,Yezafovich,03/06/1961,JM,DEL,898
2132,Alley,Beneze,03/08/2001,FR,DEL,538
2133,Monique,Deek,16/06/1997,CA,DEL,776
2134,Katy,Rann,13/02/1954,FR,DEL,300
2135,Ashlan,Danielsohn,28/08/1997,CN,POR,835
2136,Cad,Purle,12/04/2008,SE,DEL,14
2137,Celinda,Reymers,25/08/1983,ID,MC,662
2138,Ashby,Kerss,21/05/1973,MX,DEL,278
2139,Darill,Sedgman,23/02/1971,CN,MC,825
2140,Peyton,Neiland,07/01/2008,BR,DEL,713
2141,Estelle,Brampton,18/09/1969,BD,POR,920
2142,Nadiya,Kittless,11/03/2017,UZ,DEF,532
2143,Lacy,MacAvddy,15/09/1965,ZA,DEL,300
2144,Glenden,Wiltshier,14/06/1996,PL,POR,517
2145,Anjela,Apfler,26/09/2017,RU,DEL,376
2146,Rochester,Cisar,24/06/1997,MK,DEL,349
2147,Maddy,Botting,26/06/2007,CN,POR,756
2148,Gabbey,McRannell,15/08/1999,LB,POR,363
2149,Moira,Kear,11/09/1969,KZ,DEL,601
2150,Heather,Roache,12/06/1975,VN,POR,443
2151,Niels,Harberer,06/01/1974,CN,DEF,261
2152,Jess,Eagleston,19/11/1947,CN,DEL,892
2153,Dyanne,Wheatley,08/10/2004,CN,DEL,760
2154,Karolina,Arlett,26/07/1952,BR,DEL,175
2155,Nicolette,Winspur,17/01/2018,HT,DEF,6
2156,Frazier,Foord,30/08/1979,UA,DEL,259
2157,Jens,Cool,25/12/1945,PH,DEL,570
2158,Tobit,Newbatt,14/07/2017,ID,POR,862
2159,Thorpe,Whatford,16/02/1969,CN,POR,999
2160,Gilberta,Clarke-Williams,17/03/2002,NL,DEL,855
2161,Wilhelmine,Floris,23/04/1943,NG,DEL,462
2162,Derron,Shuttle,11/05/1957,SE,DEF,28
2163,Celinda,Tomaskov,06/02/2003,MX,MC,11
2164,Daven,Prandy,30/08/1966,ID,MC,104
2165,Gerhard,Elvins,21/10/2003,YE,DEF,64
2166,Joannes,Royce,15/06/1957,CN,DEL,296
2167,Ricoriki,Bulcroft,09/02/1980,CN,DEF,306
2168,Mallory,Stronack,29/08/1945,AF,DEL,467
2169,Essa,MacGiolla,08/08/1940,ID,DEF,757
2170,Leland,Gerrets,29/05/1958,CZ,MC,428
2171,Sherri,Trownson,20/04/2009,SI,MC,850
2172,Amelie,Bulloch,04/06/1985,AR,MC,526
2173,Byron,Ventris,01/01/1966,IR,POR,213
2174,Harriett,Tunnock,26/08/1948,BR,DEL,865
2175,Pail,Meriot,11/10/1978,YE,MC,979
2176,Rupert,Vaughan,15/08/1999,JP,POR,879
2177,Cully,Dodsley,24/05/1942,ZA,MC,276
2178,Lona,Powell,22/05/1955,RS,DEL,629
2179,Jeremias,Jarrold,21/04/1992,SE,MC,982
2180,Garrett,Johnston,23/08/2009,CN,DEF,781
2181,Emlen,Pontefract,11/10/1997,ID,MC,852
2182,Constantino,Hacksby,08/10/1947,RU,DEL,898
2183,Cazzie,Ballay,27/10/2005,CN,MC,589
2184,Wendie,Simak,19/03/1946,ID,MC,874
2185,Josephina,Sillett,16/10/1954,FR,DEF,24
2186,Rube,Oertzen,08/10/1953,BG,DEL,288
2187,Adolphus,Kemshell,10/02/1951,BR,DEL,981
2188,Marylinda,Kubista,30/03/1982,US,MC,735
2189,Hillery,Rendell,06/08/1964,CM,DEL,797
2190,Sutherlan,Hayley,20/01/2006,CN,DEL,375
2191,Gordie,Imm,09/08/2016,CN,DEF,270
2192,Charline,Philippou,03/09/1968,CN,DEL,328
2193,Avictor,Cuppleditch,26/10/1952,ID,MC,713
2194,Filmore,Spennock,08/06/1944,KZ,POR,143
2195,Glenn,Oven,11/07/2005,CN,POR,355
2196,Mariska,Oakey,20/09/1963,AF,MC,738
2197,Tatiana,Bax,08/07/1941,ID,DEL,665
2198,Crystal,Temblett,09/03/1996,CN,DEL,27
2199,Anthiathia,Plummer,05/04/1968,ID,DEL,533
2200,Giovanna,Rustadge,14/07/1958,BR,DEL,653
2201,Riordan,Caldron,19/06/1941,PT,DEL,880
2202,Felita,Nicholson,03/12/2015,PL,DEL,226
2203,Harlin,Pothergill,05/03/1995,RU,DEL,814
2204,Denver,Duncan,22/01/1986,SE,MC,158
2205,Prue,Flannery,27/02/1993,RU,POR,8
2206,Koral,Bright,07/10/1964,ID,DEL,214
2207,Norry,Samper,09/04/1960,BR,DEL,782
2208,Matilde,Geharke,12/02/2004,PH,DEL,48
2209,Mollie,Gascoigne,24/11/1970,RU,DEL,290
2210,Annemarie,Dudhill,12/10/1967,FR,MC,699
2211,Joete,Blinerman,05/06/2004,CN,MC,109
2212,Serge,Farrar,19/07/2017,ID,DEF,26
2213,Nap,Morforth,16/02/1943,ID,MC,685
2214,Jan,McGillecole,07/02/1977,DK,DEL,580
2215,Barbara,Panton,05/05/1973,JP,POR,825
2216,Dalis,Bertram,11/03/1964,PL,DEL,19
2217,Randal,Stubs,04/01/1979,GT,DEL,501
2218,Fanny,Deeprose,06/08/1955,CN,DEL,661
2219,Murial,Lamputt,21/11/1990,PL,DEF,69
2220,Ines,Flacke,16/03/2000,PT,DEL,884
2221,Galvin,O'Currane,26/11/1982,TZ,DEL,496
2222,Korney,Bertelsen,18/07/1967,CN,DEF,530
2223,Carmelina,Breitling,04/02/1946,AR,POR,202
2224,Jeremie,Matyukon,28/11/1941,PH,MC,149
2225,Christean,Fanner,18/03/1940,PH,MC,661
2226,Riley,Tillerton,28/03/1945,RU,MC,528
2227,Deeanne,Ridulfo,24/09/1986,RU,MC,817
2228,Elle,Guitton,11/07/1969,GM,DEL,468
2229,Aloysius,Fazakerley,16/10/1995,PT,POR,29
2230,Grady,Abbate,17/02/2008,CN,DEL,876
2231,Benji,Killerby,21/09/2009,CN,POR,782
2232,Merry,Paice,08/05/1954,CN,MC,29
2233,Lela,Bohling,03/06/1949,FR,DEL,246
2234,Giovanna,Sneddon,29/12/1967,CN,MC,977
2235,Cecilia,Cansfield,11/10/2008,UZ,DEL,281
2236,Murielle,Lackinton,13/02/1977,RU,DEF,260
2237,Maddie,Geraud,15/12/1943,NG,DEL,944
2238,Frederique,Attock,02/01/1983,PL,MC,779
